OBJECTID,Neighbourhood,Hood_ID,F2020_Population_Projection,Assault_2014,Assault_2015,Assault_2016,Assault_2017,Assault_2018,Assault_2019,Assault_2020,Assault_Rate2014,Assault_Rate2015,Assault_Rate2016,Assault_Rate2017,Assault_Rate2018,Assault_Rate2019,Assault_Rate2020,AutoTheft_2014,AutoTheft_2015,AutoTheft_2016,AutoTheft_2017,AutoTheft_2018,AutoTheft_2019,AutoTheft_2020,AutoTheft_Rate2014,AutoTheft_Rate2015,AutoTheft_Rate2016,AutoTheft_Rate2017,AutoTheft_Rate2018,AutoTheft_Rate2019,AutoTheft_Rate2020,BreakAndEnter_2014,BreakAndEnter_2015,BreakAndEnter_2016,BreakAndEnter_2017,BreakAndEnter_2018,BreakAndEnter_2019,BreakAndEnter_2020,BreakAndEnter_Rate2014,BreakAndEnter_Rate2015,BreakAndEnter_Rate2016,BreakAndEnter_Rate2017,BreakAndEnter_Rate2018,BreakAndEnter_Rate2019,BreakAndEnter_Rate2020,Robbery_2014,Robbery_2015,Robbery_2016,Robbery_2017,Robbery_2018,Robbery_2019,Robbery_2020,Robbery_Rate2014,RobberyRate_2015,Robbery_Rate2016,Robbery_Rate2017,Robbery_Rate2018,Robbery_Rate2019,Robbery_Rate2020,TheftOver_2014,TheftOver_2015,TheftOver_2016,TheftOver_2017,TheftOver_2018,TheftOver_2019,TheftOver_2020,TheftOver_Rate2014,TheftOver_Rate2015,TheftOver_Rate2016,TheftOver_Rate2017,TheftOver_Rate2018,TheftOver_Rate2019,TheftOver_Rate2020,Homicide_2014,Homicide_2015,Homicide_2016,Homicide_2017,Homicide_2018,Homicide_2019,Homicide_2020,Homicide_Rate2014,Homicide_Rate2015,Homicide_Rate2016,Homicide_Rate2017,Homicide_Rate2018,Homicide_Rate2019,Homicide_Rate2020,Shootings_2014,Shootings_2015,Shootings_2016,Shootings_2017,Shootings_2018,Shootings_2019,Shootings_2020,Shooting_Rate2014,Shootings_Rate2015,Shootings_Rate2016,Shootings_Rate2017,Shootings_Rate2018,Shootings_Rate2019,Shootings_Rate2020,Shape__Area,Shape__Length
67,Newtonbrook West,036,26115,141,126,156,122,170,166,181,579.9128,515.8649,634.0948,488.7429,670.4528,644.9106,693.0883,49,24,47,34,53,60,61,201.53,98.25998,191.0414,136.207,209.0235,233.1002,233.5822,54,42,54,87,54,53,32,222.0943,171.955,219.4944,348.5298,212.9673,205.9052,122.5349,27,8,16,46,28,20,23,111.0471,32.75333,65.03536,184.2801,110.4275,77.70008,88.07199,7,9,6,18,9,12,10,28.79,36.84749,24.38826,72.1096,35.49456,46.62005,38.29217,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0.4112857,0,0.406471,0,0,0,1.914608,4695675.71704102,8634.1947815575
68,Niagara,082,37931,220,238,214,219,221,231,178,761.2983,773.5561,650.7131,642.6434,625.1061,630.6823,469.2732,20,21,18,16,18,30,27,69.20894,68.25495,54.73287,46.95111,50.91362,81.90679,71.18188,67,66,70,88,71,148,108,231.85,214.5155,212.8501,258.2311,200.8259,404.0735,284.7275,28,16,9,10,12,18,21,96.89252,52.00377,27.36644,29.34444,33.94241,49.14407,55.36369,14,17,17,12,15,18,11,48.44626,55.25401,51.69216,35.21333,42.42801,49.14407,29.00003,0,2,1,0,2,0,1,0,0.6500471,0.3040715,0,0,0,0.2636366,1,4,4,3,7,1,3,0.3460447,1.300094,1.216286,0.8803334,1.979974,0.2730226,0.7909098,3241278.57714844,11006.5378660042
69,Beechborough-Greenbrook,112,7130,62,68,62,65,53,70,52,916.0756,1006.662,913.9151,947.1077,761.6037,993.1896,729.3127,9,7,9,12,14,13,14,132.9787,103.6269,132.6651,174.8506,201.1783,184.4495,196.3534,20,15,11,16,25,11,7,295.5083,222.0577,162.1462,233.1342,359.247,156.0726,98.17672,19,11,18,11,14,12,4,280.7328,162.8423,265.3302,160.2798,201.1783,170.2611,56.10098,2,5,4,2,0,3,3,29.55083,74.01924,58.96227,29.14178,0,42.56527,42.07574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,5,0,1.477541,4.441154,0,1.457089,0,7.094211,0,1833622.81054688,6414.71930916981
70,High Park North,088,24557,88,114,103,114,110,99,84,388.6239,500.8787,448.2159,488.2227,462.924,409.7682,342.0613,9,15,7,9,20,26,18,39.74563,65.9051,30.46127,38.5439,84.168,107.6159,73.29886,17,70,28,54,61,67,32,75.07507,307.5571,121.8451,231.2634,256.7124,277.3179,130.3091,21,27,30,37,26,16,18,92.7398,118.6292,130.5483,158.4582,109.4184,66.22517,73.29886,6,2,2,2,4,5,3,26.49709,8.787346,8.70322,8.56531,16.8336,20.69536,12.21648,1,0,0,0,0,0,0,0.441618088676912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1882284.21582031,6319.77481403095
71,High Park-Swansea,087,26494,80,101,86,85,73,100,74,335.4016,416.3747,347.8824,337.9991,285.1006,383.9361,279.3085,15,14,10,13,20,26,40,62.88781,57.7153,40.45144,51.69397,78.10974,99.82339,150.9776,46,50,32,40,45,54,49,192.8559,206.1261,129.4446,159.0584,175.7469,207.3255,184.9475,17,39,14,21,12,22,10,71.27285,160.7783,56.63201,83.50565,46.86584,84.46594,37.7444,7,5,5,9,3,13,8,29.34764,20.61261,20.22572,35.78814,11.71646,49.91169,30.19552,0,0,0,0,0,2,0,0,0,0,0,0.7810974,0.7678722,0,0,1,5,5,2,4,2,0,0.4122521,2.022572,1.98823,0.7810974,1.535744,0.7548879,5358122.9699707,10614.3665381951
72,Highland Creek,134,13943,52,50,73,68,50,64,33,396.3112,385.208,567.3428,517.5432,372.9951,467.358,236.6779,25,11,8,13,20,27,16,190.5343,84.74577,62.17456,98.94208,149.1981,197.1666,114.7529,28,36,35,29,30,33,14,213.3984,277.3498,272.0137,220.7169,223.7971,240.9814,100.4088,18,31,11,18,5,14,2,137.1847,238.829,85.49001,136.9967,37.29951,102.2346,14.34412,3,5,1,1,3,1,2,22.86411,38.5208,7.77182,7.610929,22.37971,7.302468,14.34412,0,1,0,0,1,1,0,0,0.770416,0,0,0.7459903,0.7302468,0,0,2,0,1,3,1,1,0,1.540832,0,0.7610929,2.237971,0.7302468,0.7172058,5248057.65966797,9914.92269803834
73,North St.James Town,074,20595,157,161,139,159,178,231,232,822.5494,838.8475,716.6426,808.7076,890.9355,1139.278,1126.487,23,10,16,14,11,21,27,120.5009,52.10233,82.49123,71.20695,55.05781,103.5707,131.0998,71,72,53,48,71,70,60,371.9809,375.1368,273.2522,244.1381,355.3731,345.2357,291.3329,35,29,23,37,28,33,39,183.3709,151.0968,118.5812,188.1898,140.1472,162.754,189.3663,7,3,8,8,3,15,9,36.67418,15.6307,41.24562,40.68969,15.01577,73.97909,43.69993,0,1,0,0,0,0,0,0,0.5210233,0,0,0,0,0,1,0,2,1,4,2,0,0.5239168,0,1.03114,0.5086212,2.002102,0.9863878,0,424196.779052734,2574.40855183258
74,Oakridge,121,15735,158,183,141,166,166,161,157,1114.088,1287.372,986.7731,1134.5,1106.445,1047.904,997.7756,21,15,10,11,15,7,21,148.075,105.5223,69.9839,75.1777,99.98,45.56105,133.4604,63,67,58,69,65,51,36,444.2251,471.3331,405.9066,471.5692,433.2467,331.9448,228.7893,48,32,30,37,37,32,28,338.4572,225.1143,209.9517,252.8704,246.6173,208.2791,177.9473,2,4,10,1,4,6,5,14.10238,28.13929,69.9839,6.834336,26.66133,39.05233,31.77629,0,1,0,0,0,0,1,0,0.7034822,0,0,0,0,0.6355259,3,12,3,6,5,2,8,2.115357,8.441787,2.099517,4.100601,3.332667,1.301744,5.084207,1878562.21289063,7808.87793836223
75,Rosedale-Moore Park,098,23693,64,110,108,109,133,131,147,298.9676,513.6107,502.1154,494.6676,588.73,565.9236,620.4364,9,25,12,5,31,32,50,42.04232,116.7297,55.7906,22.69117,137.2228,138.2409,211.0328,98,27,60,72,62,102,99,457.7942,126.0681,278.953,326.7529,274.4456,440.6428,417.8449,14,20,20,31,27,21,22,65.39917,93.38376,92.98433,140.6853,119.5166,90.72058,92.85443,7,9,9,10,11,14,10,32.69958,42.02269,41.84295,45.38235,48.69196,60.48039,42.20656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0.4669188,0.4649217,0,0,0.4320028,0.4220656,4669066.01367188,9663.31980357527
76,Oakwood Village,107,22588,106,136,136,118,126,158,114,485.2369,622.7106,621.2031,534.9048,566.0123,704.6022,504.6927,19,11,24,10,29,38,25,86.97643,50.3663,109.6241,45.33092,130.2727,169.4613,110.6782,25,29,23,41,19,49,32,114.4427,132.7839,105.0564,185.8568,85.35106,218.5159,141.6681,34,19,31,24,18,42,23,155.642,86.99634,141.5978,108.7942,80.8589,187.2993,101.824,2,2,2,5,2,2,3,9.155413,9.157509,9.13534,22.66546,8.984323,8.919015,13.28139,1,0,0,0,0,2,2,0.457770656900893,0,0,0,0.8984323,0.8919016,0.8854259,0,3,11,1,7,15,7,0,1.373626,5.024437,0.4533091,3.144513,6.689261,3.098991,2219473.03149414,6334.98943628895
77,Wexford/Maryvale,119,29864,190,217,202,202,210,245,174,669.0612,759.7241,702.2179,695.6881,715.9661,827.3673,582.6413,53,51,44,70,87,102,93,186.6329,178.5527,152.9584,241.08,296.6145,344.455,311.4117,125,92,75,87,100,88,80,440.1718,322.095,260.7245,299.6281,340.9362,297.1768,267.8811,49,35,25,34,35,31,29,172.5474,122.5361,86.90816,117.096,119.3277,104.6873,97.10689,17,16,13,11,13,15,13,59.86337,56.01653,45.19224,37.88401,44.32171,50.65514,43.53067,2,0,2,0,1,1,1,0.704274948940066,0,0.6952652,0,0.3409362,0.3377009,0.3348513,3,2,4,3,4,3,2,1.056412,0.7002066,1.39053,1.0332,1.363745,1.013103,0.6697026,10263854.2653809,14186.6318303103
78,Eglinton East,138,24885,189,182,209,209,188,199,153,804.1185,776.6161,890.8781,878.1882,778.1457,811.6155,614.8282,18,21,22,29,11,27,32,76.58271,89.60956,93.77664,121.8539,45.5298,110.1187,128.5915,41,76,65,56,45,58,23,174.4384,324.3013,277.0674,235.304,186.2583,236.5512,92.42516,68,48,45,37,36,36,23,289.3125,204.8219,191.8159,155.4687,149.0066,146.8249,92.42516,8,3,6,1,6,8,8,34.03676,12.80137,25.57545,4.201857,24.83444,32.62776,32.14788,0,0,0,1,1,2,2,0,0,0,0.4201857,0.8278146,0.815694,0.803697,1,2,3,10,1,6,11,0.4254595,0.8534244,1.278772,4.201857,0.4139073,2.447082,4.420333,3223146.07421875,10012.8673377551
79,Elms-Old Rexdale,005,10045,45,50,69,61,56,72,48,459.6997,512.6102,707.9828,621.3078,565.828,722.3114,477.8497,7,18,16,11,32,28,40,71.50883,184.5397,164.1699,112.0391,323.3303,280.8989,398.2081,8,17,10,12,7,10,14,81.72439,174.2875,102.6062,122.2245,70.7285,100.321,139.3728,14,8,20,20,13,15,7,143.0177,82.01763,205.2124,203.7075,131.3529,150.4815,69.68641,1,1,0,2,1,4,2,10.21555,10.2522,0,20.37075,10.10407,40.12841,19.9104,0,0,0,2,0,0,0,0,0,0,2.037075,0,0,0,1,4,3,6,3,7,0,1.021555,4.100882,3.078186,6.111224,3.031222,7.022472,0,2931145.375,9356.68702111855
80,Agincourt North,129,31618,67,77,78,73,80,81,69,219.9462,255.2712,260.3906,240.5034,259.7656,259.4823,218.2301,17,29,16,32,42,42,58,55.80724,96.1411,53.41345,105.4262,136.3769,134.5464,183.4398,46,53,49,49,69,56,17,151.0078,175.7061,163.5787,161.4338,224.0478,179.3952,53.76684,34,37,13,22,43,37,17,111.6145,122.6628,43.39843,72.48048,139.624,118.529,53.76684,1,6,5,11,4,2,5,3.282779,19.89126,16.6917,36.24024,12.98828,6.406971,15.81378,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0.3294567,0,0.6406971,0.6325511,7261856.61889648,12381.2649312726
81,Agincourt South-Malvern West,128,27406,104,103,133,111,118,121,132,436.3148,426.7484,542.3922,440.1269,454.598,453.4723,481.6464,32,29,27,34,38,58,63,134.2507,120.1525,110.1097,134.8136,146.396,217.3669,229.8767,73,60,61,92,93,100,82,306.2594,248.5913,248.7664,364.7899,358.2849,374.7704,299.2046,25,23,21,33,33,29,18,104.8834,95.29333,85.64088,130.8485,127.1333,108.6834,65.67905,19,9,12,13,10,15,8,79.71136,37.2887,48.93764,51.54639,38.52525,56.21557,29.19069,0,0,0,0,1,0,2,0,0,0,0,0,0,0.7297672,0,1,3,4,5,2,1,0,0.4143189,1.223441,1.586043,1.926263,0.7495409,0.3648836,7873163.26464844,15386.5563773989
82,Englemount-Lawrence,032,25089,80,84,133,107,97,114,103,349.162,366.2046,577.6079,454.6613,403.1755,463.754,410.5385,29,22,23,33,40,23,30,126.5712,95.91071,99.88708,140.2227,166.2579,93.5644,119.5743,44,41,57,46,52,32,34,192.0391,178.7427,247.5462,195.4619,216.1353,130.1766,135.5176,31,14,39,23,10,15,24,135.3003,61.03409,169.3737,97.73094,41.56449,61.02026,95.65945,4,2,7,10,7,7,8,17.4581,8.719156,30.40042,42.49171,29.09514,28.47612,31.88648,0,0,0,0,1,0,1,0,0,0,0,0,0,0.3985811,3,6,14,4,8,12,11,1.309358,2.615747,6.080083,1.699669,3.325159,4.881621,4.384392,3478190.16015625,8311.86895534321
83,Eringate-Centennial-West Deane,011,19924,59,65,63,58,36,45,42,307.4518,339.9582,329.912,300.8143,184.3979,228.2179,210.801,27,24,30,29,27,41,50,140.6983,125.523,157.101,150.4071,138.2984,207.9318,250.9536,40,28,28,18,33,20,12,208.4419,146.4435,146.6276,93.35616,169.0314,101.4302,60.22887,18,16,14,18,11,11,19,93.79885,83.68201,73.31378,93.35616,56.3438,55.78659,95.36237,6,4,4,2,4,4,4,31.26628,20.9205,20.94679,10.37291,20.48866,20.28603,20.07629,0,0,0,0,2,1,0,0,0,0,0,0.5122164,0.5071508,0,0,4,3,3,3,2,4,0,2.09205,1.57101,1.555936,1.536649,1.014302,2.007629,8645507.99194336,15361.2462696983
84,L'Amoreaux,117,48519,126,160,173,176,162,197,193,275.7172,352.3143,382.1262,382.2182,345.3348,412.8854,397.7823,16,19,27,24,32,38,33,35.01171,41.83732,59.6382,52.12066,68.21428,79.64287,68.0146,68,84,50,74,76,86,48,148.7998,184.965,110.4411,160.7054,162.0089,180.2444,98.93031,50,36,38,39,39,60,28,109.4116,79.27071,83.93523,84.69607,83.13615,125.7519,57.70935,4,9,4,6,9,2,6,8.752927,19.81768,8.835288,13.03016,19.18527,4.19173,12.36629,0,0,2,1,0,0,2,0,0,0.4417644,0.2171694,0,0,0.4122097,2,2,7,11,7,9,9,0.4376463,0.4403928,1.546175,2.388864,1.492187,1.886278,1.854943,7154890.51464844,12565.6271272448
85,Banbury-Don Mills,042,31186,60,77,86,111,77,73,83,213.2575,272.7981,302.4974,381.6006,258.4326,239.5406,266.1451,19,19,6,16,28,44,49,67.53155,67.31383,21.10447,55.0055,93.9755,144.3806,157.1218,65,87,57,64,85,81,41,231.029,308.2265,200.4924,220.022,285.2828,265.7916,131.4693,12,28,18,9,7,13,7,42.6515,99.19932,63.3134,30.94059,23.49388,42.65792,22.44597,10,14,11,5,8,16,8,35.54292,49.59966,38.69152,17.18922,26.85014,52.50205,25.65254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,2,2,0.3554292,0,0.7034822,0.3437844,0,0.6562756,0.6413134,10041548.4545898,18165.1241523351
86,Bathurst Manor,034,17628,47,45,71,56,68,59,58,290.4462,277.1448,434.1446,336.0134,400.424,340.8631,329.022,37,22,25,23,37,24,46,228.6491,135.493,152.8678,138.0055,217.8777,138.6562,260.9485,34,30,33,38,32,22,27,210.11,184.7632,201.7855,228.0091,188.4348,127.1015,153.1654,9,8,11,14,10,18,8,55.61735,49.27018,67.26183,84.00336,58.88588,103.9921,45.38235,2,2,4,5,3,5,7,12.35941,12.31755,24.45885,30.0012,17.66576,28.88671,39.70955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4760303.54296875,14569.4782829632
87,Alderwood,020,13242,45,47,39,21,30,36,37,363.8422,379.5526,313.8328,166.4157,233.5721,275.8409,279.414,9,18,17,14,25,14,28,72.76843,145.3606,136.7989,110.9438,194.6434,107.2715,211.4484,18,28,26,23,23,26,43,145.5369,226.1165,209.2219,182.2648,179.0719,199.2184,324.7244,8,6,10,6,8,5,12,64.68305,48.45353,80.46995,47.54735,62.28589,38.31124,90.62075,7,3,10,7,7,7,5,56.59767,24.22676,80.46995,55.47191,54.50016,53.63574,37.75865,1,0,0,0,0,0,0,0.808538163001294,0,0,0,0,0,0,2,0,0,0,0,1,0,1.617076,0,0,0,0,0.7662248,0,4978487.88037109,9168.69866046869
88,Regent Park,072,13131,102,114,121,126,138,177,148,924.6669,1024.995,1076.896,1077.107,1133.843,1399.763,1127.104,9,13,3,7,9,24,10,81.58825,116.8855,26.69989,59.83929,73.94627,189.7983,76.15566,33,30,25,29,28,66,28,299.1569,269.7357,222.4991,247.9056,230.0551,521.9454,213.2359,22,15,19,17,33,19,17,199.4379,134.8678,169.0993,145.324,271.1363,150.257,129.4646,8,6,3,2,5,5,5,72.52289,53.94713,26.69989,17.09694,41.08126,39.54132,38.07783,1,0,0,3,2,0,1,0.9065361254646,0,0,2.564541,0,0,0.7615566,6,5,5,8,10,6,7,5.439217,4.495595,4.449982,6.838776,8.216251,4.744958,5.330896,650295.326660156,3258.96763279803
89,Bendale,127,32770,197,219,254,267,255,274,216,654.3763,718.4803,821.5279,851.2673,801.0303,847.6674,659.1395,45,49,47,33,54,55,57,149.4768,160.7559,152.015,105.2128,169.63,170.1522,173.9396,97,61,58,62,52,52,31,322.2056,200.1247,187.593,197.6726,163.3474,160.8712,94.59872,66,70,63,83,48,43,22,219.2327,229.6513,203.7648,264.6262,150.7822,133.0281,67.13457,8,10,12,20,13,9,7,26.57366,32.80732,38.81234,63.76534,40.83684,27.84309,21.361,1,0,3,0,0,1,1,0.33217073575818,0,0.9703085,0,0.3141296,0.3093677,0.3051572,2,1,5,6,2,2,9,0.6643414,0.3280732,1.617181,1.91296,0.6282591,0.6187353,2.746414,7456416.12133789,13174.9840122075
90,Birchcliffe-Cliffside,122,24182,139,131,198,158,199,207,142,611.1771,574.4102,864.2891,680.7997,844.5085,866.8705,587.2136,12,17,15,12,24,26,21,52.76349,74.54179,65.47645,51.70631,101.8503,108.8823,86.84145,73,81,76,83,70,57,46,320.9779,355.1697,331.7473,357.6353,297.0633,238.7035,190.2241,16,24,22,14,21,31,20,70.35132,105.2355,96.03213,60.32403,89.119,129.8212,82.70615,3,5,6,5,8,7,5,13.19087,21.92406,26.19058,21.54429,33.95009,29.31446,20.67654,0,1,0,1,1,0,0,0,0.4384811,0,0.4308859,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0.4243762,0.837556,0,6008883.00830078,14693.3306866125
91,Weston-Pellam Park,091,12074,92,95,83,75,87,115,99,775.4551,814.8212,722.7447,644.4406,738.1639,962.7459,819.9437,22,16,16,6,13,12,17,185.4349,137.233,139.3243,51.55525,110.3004,100.4604,140.7984,26,23,15,8,23,24,29,219.1504,197.2725,130.6165,68.74033,195.1468,200.9209,240.1855,11,13,15,10,27,5,3,92.71747,111.5018,130.6165,85.92542,229.0854,41.85852,24.84678,4,4,8,1,2,3,3,33.71544,34.30826,69.66214,8.592542,16.96929,25.11511,24.84678,1,1,1,0,1,1,0,0.842886041807148,0.8577065,0.8707767,0,0.8484643,0.8371704,0,1,1,4,2,4,3,4,0.842886,0.8577065,3.483107,1.718508,3.393857,2.511511,3.312904,1460622.08886719,5535.38547611365
92,Downsview-Roding-CFB,026,38981,330,357,359,408,427,437,357,916.3612,990.4561,993.002,1107.793,1137.06,1141.529,915.8308,98,100,87,83,109,162,153,272.1315,277.4387,240.6439,225.3598,290.2564,423.1754,392.4989,87,76,52,58,86,117,88,241.5861,210.8534,143.8332,157.4803,229.0097,305.6267,225.751,69,64,48,63,71,62,55,191.6028,177.5608,132.7691,171.0562,189.0661,161.956,141.0944,15,15,11,21,14,14,23,41.65278,41.6158,30.42624,57.01873,37.28064,36.57071,59.00311,1,0,1,2,1,3,2,0.277685216039098,0,0.2766022,0.5430356,0.7988709,0.7836581,0.5130705,8,8,8,12,10,12,10,2.221482,2.21951,2.212818,3.258214,2.662903,3.134632,2.565352,14992190.7773438,21300.3181847144
93,Lambton Baby Point,114,8433,28,41,20,22,25,26,31,341.5467,500.3661,243.4275,265.9253,300.2642,310.1515,367.6035,8,8,1,9,16,10,11,97.58478,97.63242,12.17137,108.7876,192.1691,119.289,130.4399,17,13,9,10,10,15,13,207.3676,158.6527,109.5424,120.8751,120.1057,178.9336,154.1563,1,8,5,2,1,4,1,12.1981,97.63242,60.85686,24.17503,12.01057,47.71561,11.85818,0,2,2,0,2,1,2,0,24.4081,24.34275,0,24.02114,11.9289,23.71635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,3,0,1.21981,3.661216,0,1.208751,0,3.578671,0,1781937.60522461,8088.47309798011
94,Bay Street Corridor,076,32790,522,666,659,801,765,894,516,2141.187,2597.504,2437.942,2819.529,2562.042,2855.956,1573.651,20,26,26,24,42,53,25,82.03782,101.4041,96.18586,84.48027,140.6611,169.3129,76.24276,96,160,121,179,170,201,227,393.7815,624.025,447.6342,630.082,569.3426,642.111,692.2842,85,72,101,122,127,118,82,348.6607,280.8112,373.6451,429.4414,425.3324,376.9607,250.0762,53,43,40,48,53,74,43,217.4002,167.7067,147.9782,168.9605,177.5009,236.3991,131.1375,1,4,1,0,3,4,1,0.410189097173797,1.560062,0.3699456,0,1.33963,1.277833,0.304971,1,5,2,3,6,6,5,0.4101891,1.950078,0.7398912,1.056003,2.009444,1.916749,1.524855,1809355.37255859,6933.183322322
95,Black Creek,024,23206,225,228,276,240,209,219,281,997.0753,1016.088,1231.483,1062.558,916.1443,952.0084,1210.894,42,46,51,33,54,77,81,186.1207,205.0002,227.5567,146.1017,236.7071,334.7244,349.0477,26,27,27,26,30,38,26,115.2176,120.3262,120.4712,115.1105,131.504,165.1887,112.04,50,46,43,53,31,49,25,221.5723,205.0002,191.8615,234.6483,135.8874,213.0064,107.7308,9,4,8,17,8,9,16,39.88301,17.82611,35.69516,75.26453,35.06773,39.12363,68.94769,0,0,1,0,4,0,3,0,0,0.4461896,0,0,0,1.292769,11,11,16,12,15,6,18,4.87459,4.902179,7.139033,5.31279,6.575198,2.608242,7.756615,3453824.93603516,8441.4444203486
96,Willowdale East,051,57856,141,131,159,167,200,175,138,280.9213,255.9644,303.6553,311.2188,363.2599,309.9704,238.5232,33,24,44,25,41,67,73,65.74753,46.89423,84.0304,46.58964,74.46828,118.6744,126.1753,88,75,75,95,76,89,76,175.3268,146.5445,143.2336,177.0406,138.0388,157.6421,131.3606,24,32,41,53,67,44,39,47.81638,62.52565,78.30106,98.77003,121.6921,77.93542,67.40874,9,11,13,18,14,28,17,17.93114,21.49319,24.82717,33.54454,25.42819,49.59527,29.3833,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1728429,2,0,0,1,2,2,3,0.3984699,0,0,0.1863586,0.3632599,0.3542519,0.5185288,5061015.63525391,9482.38349158487
97,Willowdale West,037,19571,73,99,86,75,93,107,83,437.1258,579.6932,490.9517,416.5047,501.8888,561.8273,424.0969,9,14,11,13,11,24,43,53.89222,81.97681,62.79614,72.19415,59.36319,126.0173,219.7128,29,16,38,29,35,20,23,173.6527,93.68778,216.9321,161.0485,188.8829,105.0144,117.5208,12,1,10,21,30,23,25,71.85629,5.855486,57.0874,116.6213,161.8996,120.7666,127.74,4,6,4,4,6,8,9,23.9521,35.13292,22.83496,22.21358,32.37992,42.00578,45.98641,0,0,0,1,0,0,0,0,0,0,0.5553396,0,0,0,0,0,1,0,0,1,1,0,0,0.570874,0,0,0.5250722,0.5109601,2883462.22363281,7476.93960132109
98,Rouge,131,50790,183,174,148,196,195,188,150,383.5111,364.4055,308.8416,403.1595,394.8807,375.3694,295.3337,59,52,22,32,60,88,63,123.6457,108.9028,45.90889,65.82195,121.5018,175.7048,124.0402,75,73,76,71,81,59,38,157.1767,152.8828,158.5944,146.0424,164.0274,117.8021,74.81788,26,34,34,43,34,38,40,54.48792,71.20568,70.9501,88.44825,68.851,75.87254,78.75566,10,8,13,11,16,13,9,20.95689,16.75428,27.12798,22.6263,32.40047,25.95639,17.72002,1,0,0,4,0,0,1,0.209568916738269,0,0,0.8227744,0,0,0.1968891,2,3,6,6,3,5,5,0.4191378,0.6282854,1.252061,1.234162,0.6075088,0.9983228,0.9844458,37534494.510498,36133.5599953824
99,Mount Olive-Silverstone-Jamestown,002,35772,239,236,271,276,257,279,203,703.3135,695.1194,796.2158,801.5101,736.5163,789.8313,567.483,62,58,42,50,78,87,85,182.4495,170.8344,123.3988,145.2011,223.5341,246.2915,237.616,25,37,34,34,27,35,17,73.56836,108.9806,99.89423,98.73675,77.3772,99.08278,47.5232,75,105,110,71,62,59,28,220.7051,309.2692,323.1872,206.1856,177.681,167.0253,78.27351,5,5,4,1,3,9,8,14.71367,14.72711,11.75226,2.904022,8.597466,25.47843,22.36386,2,3,1,0,2,3,2,0.588546877758814,0.8836264,0.2938066,0,0.8597466,0.849281,0.5590965,5,11,6,6,15,12,16,1.471367,3.239964,1.762839,1.742413,4.298733,3.397124,4.472772,4637541.7980957,12954.6638703728
100,Cabbagetown-South St.James Town,071,12655,91,104,137,104,110,140,140,741.8277,855.4742,1133.355,850.9942,889.6078,1118.926,1106.282,7,8,9,6,16,22,13,57.06367,65.80571,74.454,49.09582,129.3975,175.8312,102.7262,71,68,51,58,41,111,71,578.7886,559.3485,421.906,474.5929,331.5811,887.1483,561.0431,12,18,25,45,34,17,16,97.82343,148.0629,206.8167,368.2186,274.9697,135.8696,126.4322,3,5,7,7,5,4,3,24.45586,41.12857,57.90867,57.27845,40.43672,31.96931,23.70605,4,1,0,0,0,0,1,3.26078095703921,0.8225713,0,0,0,0,0.7902015,1,0,0,1,3,0,1,0.8151953,0,0,0.8182636,2.426203,0,0.7902015,1417962.99780273,5759.1128430106
101,Mount Pleasant East,099,17972,29,32,22,43,39,57,41,170.8596,187.0907,127.2485,246.4466,221.1637,320.009,228.1326,7,4,8,10,13,17,19,41.24197,23.38634,46.2722,57.31316,73.72122,95.44128,105.72,30,17,15,21,36,50,37,176.7513,99.39195,86.76037,120.3576,204.1511,280.7096,205.8758,2,8,3,9,8,13,16,11.78342,46.77269,17.35207,51.58184,45.36691,72.9845,89.02737,2,3,1,4,9,3,4,11.78342,17.53976,5.784025,22.92526,51.03777,16.84258,22.25684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5614192,0,3088926.61523438,11249.9144973602
102,Mount Pleasant West,104,36333,103,111,110,132,131,144,152,337.8822,362.8518,356.4716,410.4861,390.4969,412.4184,418.3524,5,5,4,11,17,12,24,16.40205,16.34468,12.9626,34.20717,50.67517,34.3682,66.05565,52,76,40,61,90,119,158,170.5813,248.4391,129.626,189.6943,268.2803,340.818,434.8664,16,15,14,13,25,24,18,52.48655,49.03403,45.36911,40.42665,74.52231,68.7364,49.54174,6,6,6,3,8,7,10,19.68246,19.61361,19.4439,9.329228,23.84714,20.04811,27.52319,0,0,1,0,0,2,2,0,0,0.3240651,0,0.5961785,0.5728033,0.5504637,0,0,1,0,1,1,0,0,0,0.3240651,0,0.2980892,0.2864017,0,1343312.19189453,5182.46976766325
